Class;Mean;Standard deviation;Max elongation;Average elongation;Max compactness;Average compactess;Max eccentricity;Average eccentricity;Pixel ratio
LongTrans;131.40188856336806;55.68912317995545;3.709010212544144;1.1976801072065186;0.3472355036146596;0.015706350262031876;3.8771209577744683;0.19505335255638348;0.02215444336614446
LongTrans;128.0364230685764;47.823118690452226;8.875684637129565;1.2771167737011222;0.26197465959931077;0.055910935567529844;7.930062674922085;1.5418894168891855;0.022749972256131394
LongTrans;124.89012803819445;46.082351075051136;7.631092755453556;0.625;0.4715739844828033;0.1032483159630693;6.817094586172801;1.7119418763206273;0.020682780961873908
LongTrans;136.74423529730902;52.40219900807313;8.620161804889957;1.3214882658946596;0.2828135519387048;0.0938776331839602;10.457444336728534;3.629534936855645;0.02164454175096306
LongTrans;128.97037896050347;45.001932607427875;9.35003085145054;0.625;0.4715739844828033;0.09380146958078503;9.330996192622505;2.040361285379123;0.01856763925729443
LongTrans;115.35439019097223;45.5136392226791;9.577618139744832;0.625;0.4715739844828033;0.09382644855191306;9.013822805043654;1.958237237543462;0.018792836612867566
LongTrans;127.713115234375;35.162494116418344;3.817637155136127;3.817637155136127;0.06907599788605487;0.005756333157171239;4.165394660043201;0.34711622167026673;0.021984419616866736
LongTrans;141.63720893012152;38.49843483570344;3.8318650361374176;3.8318650361374176;0.07422423133168132;0.004948282088778755;4.104782788137216;0.2736521858758144;0.023317788141239172
LongTrans;136.2646701388889;35.541361746746084;3.817637155136127;3.817637155136127;0.07156903455376531;0.0059640862128137765;4.124921540144201;0.3437434616786834;0.022551385537155695
LongTrans;99.10758355034723;32.14005279055279;3.8801648531093527;3.8801648531093527;0.06702595451164685;0.0060932685919678955;4.1523163724247185;0.3774833065840653;0.021135148610841804
LongTrans;129.20885362413193;32.67772362596;3.8801648531093527;3.8801648531093527;0.06811580733488276;0.0061923461213529785;4.157833893828901;0.377984899438991;0.021418082070322243
LongTrans;128.13006401909723;49.335588202183715;4.691388684499148;0.2857142857142857;0.43412828719964186;0.031534151479044786;3.7620985449412414;0.2308948917307194;0.057062568102311174
LongTrans;143.20021647135417;51.22755011086441;4.691388684499148;0.21212121212121213;0.8526744818666115;0.06699499786603341;3.6686125348726355;0.34780882703012117;0.0688005566669566
LongTrans;124.893408203125;52.85502368875984;4.294721279953243;0.21212121212121213;0.5514852377782098;0.05779872769231251;3.4850636172931817;0.33720689828112504;0.0770129718359238
LongTrans;118.5576904296875;52.268494562315894;4.571745614091172;0.11528994133733472;0.4634483469220787;0.04481625423369766;3.5432945868964247;0.27294592358179104;0.07200186111434222
LongTrans;109.94912163628472;44.457267245483905;4.972209140949271;0.3333333333333333;0.3966005801037048;0.03045609046331454;4.544346388405347;0.23805864767873736;0.046470037187384676
LongTrans;134.32938490704697;50.392514429109184;8.613314645894993;4.064135001270281;0.15787764468091622;0.011833308792089775;8.16212894406693;0.8618108045829892;0.018277260190398718
LongTrans;137.37832091323048;50.879954284248555;8.613314645894993;4.082843330992203;0.17008632431874363;0.014954371693941877;7.710838276099586;0.9883797515452325;0.01821255179075265
LongTrans;137.8197455606017;50.56901587575911;8.613314645894993;4.082843330992203;0.1596666264903317;0.015282262070807361;7.9464524014936515;1.074339511700465;0.018109035455585207
LongTrans;116.56500917615821;48.75282236522695;7.4851705242952065;1.3351284932115013;0.48931204365836617;0.0773393138430304;7.421869702787863;1.0833036379468042;0.015257695378337622
LongTrans;118.42709609885621;51.28488346568674;8.94427190999916;1.5441775920526968;0.5380830645215423;0.061123854971445034;8.540131209131198;0.854572277007754;0.012883078790330738
LongTrans;134.21225798070455;37.53314765793201;4.724193863807375;0.13905133203378817;0.6352485194819534;0.0396953509144676;3.463833924046348;0.19442048596055045;0.04909252808841631
LongTrans;119.43844339717096;36.8656500586372;5.394526617896389;0.27705059858194964;0.6530171167891415;0.06482327727127189;7.1395307742301455;0.523281800018856;0.04609257687536724
LongTrans;147.71750023028002;41.8544922550377;1.2026637102698328;1.2026637102698328;0.028660344391788124;0.00043424764229982007;1.1885617100162411;0.018008510757821835;0.03831050169131275
LongTrans;153.43748448112905;41.95196441254015;1.2026637102698328;1.2026637102698328;0.027856760606362028;0.0004096582442112063;1.2232108697778792;0.01798839514379234;0.03754403232490675
LongTrans;137.33967191604992;37.58365331636564;4.5;0.6013318551349164;0.36932363436432014;0.007098717167727299;5.051822969382647;0.11181066365183674;0.03845854720796391
LongTrans;130.19125594222575;34.676196491409094;2.9832867780352594;0.12727272727272726;0.5292957388807724;0.030484795204986176;3.24133306219163;0.17607545679543446;0.048570755457829434
LongTrans;129.3661741427576;33.26039283374695;3.5030637188991838;0.16666666666666666;0.7074605489312047;0.029111082514478265;3.7094418836939367;0.1575844608053363;0.039145492042491924
LongTrans;119.13155672297513;36.11561090918155;3.4999999999999996;0.09432652812865597;0.6269665307842731;0.0346933093070074;5.274335967128247;0.19107329171463813;0.05557531918257639
LongTrans;124.47530109112681;34.311962430717585;3.5030637188991838;0.13999999999999999;0.5380830645215423;0.02972292559642214;3.4150293501345708;0.16992588960610397;0.044551357271376046
LongTrans;135.84774811170382;33.47745168186845;3.4999999999999996;0.19047619047619047;0.6653971539256001;0.023857752902889977;3.0297353506852938;0.11169130221218472;0.039253330565969205
LongTrans;124.91316053602431;32.194226422289304;9.807393695486374;2.4518484238715934;0.6395058613999586;0.041658844345489957;9.86538165264266;0.381831616477651;0.025053527236326225
LongTrans;109.34968722873263;30.642654163128096;8.524303810782161;2.841434603594054;0.5959638472895795;0.03590148006082087;8.256704268929933;0.4277232098201177;0.022636484687083888
LongTrans;130.01204833984374;29.2683034376791;10.603416073720414;10.603416073720414;0.07733027929060722;0.002761795688950258;9.839358132929734;0.35140564760463333;0.01837067322301721
LongTrans;109.67024793836805;29.68214099133661;10.603416073720414;3.5344720245734713;0.5887992527663789;0.041351224480638014;9.587803026487592;0.5658185633616515;0.021729490022172948
LongTrans;111.22379069010417;30.33933309370483;10.603416073720414;3.5344720245734713;0.5959638472895795;0.0376749200009632;9.843238756501044;0.5225935731266993;0.022381229719610617
LongTrans;129.00670979817707;49.96998760995034;4.406287614284696;0.5555555555555556;0.7858187629224104;0.016115279460809494;3.3732908194223543;0.09385956150727463;0.041238278160659815
LongTrans;110.35813042534723;46.040666561285455;4.967432580791478;4.967432580791478;0.05687370681200624;0.0009478951135334373;3.8023760498035606;0.06337293416339268;0.03448856461344184
LongTrans;128.24770128038193;46.77293604776115;4.967432580791478;4.967432580791478;0.05698694134152938;0.0009191442151859577;3.721668716620577;0.06002691478420285;0.03445953530138063
LongTrans;156.9924099392361;54.995116096759084;4.374341365888252;0.2833333333333333;0.7858187629224104;0.02882887331431032;3.1937924187050744;0.1379673040900434;0.049150468167458806
LongTrans;149.6088335503472;52.77904750217281;4.406287614284696;0.3090909090909091;0.7858187629224104;0.02897498847931814;3.2959640276949;0.1330263429534483;0.04861328402787655
LongTrans;134.34339294081605;34.128393695219664;9.909839455449662;0.3796480647405232;0.49347278365321795;0.030319401960551797;7.7771006806658285;0.37650984146560845;0.038660495507759324
LongTrans;129.11711428597175;32.16753662933089;9.909839455449662;0.3176824375812125;0.5421149369276677;0.04860115737919681;7.49573617109978;0.5963032315657327;0.036684782608695655
LongTrans;123.91930787838011;35.609248339117734;9.551357306474252;0.15;0.6777502253830748;0.0316050095194573;8.388881724664211;0.3637502992673415;0.04335425728648452
LongTrans;134.94207243508106;31.615154728404743;9.909839455449662;0.3176824375812125;0.4876396864790962;0.04849273566612763;7.347369380534231;0.6291619920392298;0.03622888480740875
LongTrans;144.73200186426695;36.81512786358047;11.212783746109464;0.7566372975210778;0.6629452782995116;0.03193564882808747;9.738831431241996;0.37617611694040043;0.03976586935925556
LongTrans;142.53062606015968;39.95088384724752;5.693856338194704;0.19047619047619047;0.8794103751397335;0.12722703097600113;6.203588988893212;0.8427698606796225;0.022874756651524983
LongTrans;148.11619031221304;42.06651066717732;7.0;0.19047619047619047;0.8794103751397335;0.15201790049748773;8.337248481878522;1.246881115011655;0.02279179171060102
LongTrans;116.20552530513469;36.34738059480954;7.0;0.16666666666666666;0.8935281398345614;0.22489460282634943;6.8596072191654685;1.5433237957557495;0.020040850168860848
LongTrans;151.12321865275226;40.608701086089205;6.07515550836907;0.2222222222222222;0.8794103751397335;0.16529414401384418;4.68452985097377;1.01997948493316;0.02264663544391055
LongTrans;145.70887337707887;40.72598639219027;8.75;0.19047619047619047;0.8794103751397335;0.18801587856346932;6.294089263503395;1.4921471956939114;0.02256370750299025
LongTrans;128.3797482638889;44.527859309529276;7.666666666666667;3.8333333333333335;0.13958831877908748;0.01674885787326639;7.247006706981387;0.7260726828610395;0.01977924700544967
LongTrans;121.4800634765625;42.6562255506682;7.666666666666667;3.8333333333333335;0.1385656937330868;0.02195345612567014;7.067328371324617;0.9379707380974196;0.019497220608977017
LongTrans;108.29278537326388;42.935177849803985;8.625;4.3125;0.19245002548090273;0.019084607909982253;8.01034076324681;0.7460235050329405;0.01514567384479815
LongTrans;152.31989284939237;48.49113088404343;8.015609770940697;8.015609770940697;0.06611744729432431;0.005085957484178793;6.9542118244207405;0.5349393711092877;0.021078580727363377
LongTrans;139.0361789279514;48.70541460998802;8.015609770940697;8.015609770940697;0.06815867217786345;0.00454391147852423;7.221369094825827;0.48142460632172185;0.02144638403990025
LongTrans;140.80199272315136;47.12486967204554;12.38844562104788;12.38844562104788;0.03903438525754494;0.001858780250359283;10.351975314147442;0.49295120543559245;0.02036527586733914
LongTrans;135.0339308849561;50.505148490716294;12.38844562104788;12.38844562104788;0.0390477813905914;0.0016977296256778871;10.085836165830251;0.4385146159056631;0.020521247324977072
LongTrans;140.4960871169342;47.73294227975941;12.38844562104788;12.38844562104788;0.03906374545706171;0.002055986603003248;10.181565602504119;0.5358718738160062;0.020378271667834173
LongTrans;143.0123567758394;51.281239489919585;11.724036000210345;5.862018000105173;0.28628992447613616;0.01716800990734706;10.183087482516695;0.7398357940925449;0.022148789854425293
LongTrans;130.51166668669103;46.17294939812027;12.362603377288739;12.362603377288739;0.03899777237911207;0.0016955553208309595;10.323260819393495;0.44883742693015194;0.020274314532047935
LongTrans;137.4347193687524;35.698696159814794;15.109173660821803;1.1600340565456169;0.42074717902459935;0.026309487885890395;14.995662661313764;1.2029016751265602;0.014255149451189407
LongTrans;133.53825739599353;35.056440385193135;14.662172770255696;7.331086385127848;0.12662697925861624;0.009612985058369026;14.004320646393179;0.9929470989002054;0.014460638446051182
LongTrans;138.52686103802225;36.529734524238776;18.158877376815088;2.0615528128088303;0.39428509229349246;0.027357975267984457;13.858955316552802;1.1904511629054935;0.014165274191098283
LongTrans;150.62110864311003;40.4027286014669;17.84706270115123;17.84706270115123;0.04027652966358353;0.0012205008988964705;16.354280671378106;0.4955842627690335;0.013716136705849603
LongTrans;115.55310394940247;35.06455193821402;7.115124735378854;1.4230249470757708;0.39961718169240196;0.054028425141592167;7.162834552209113;1.2976563485467736;0.011067921956636967
LongTrans;137.03637448136934;32.78587129614954;10.162198102294123;0.17857142857142858;0.8130905272414417;0.02865606283226019;10.743285946343484;0.44526412986164393;0.016300900672332867
LongTrans;119.9487221461297;33.36883086187996;10.0;0.15306122448979592;0.8343478000182715;0.03207601365076461;10.640450214432756;0.4438076253900503;0.015875632425852427
LongTrans;144.97170797189384;34.13747937805889;8.657944328765344;0.21428571428571427;0.8130905232548864;0.02663022978804457;6.6899959872359815;0.4327705418677611;0.01516764236295902
LongTrans;141.7266093069172;33.90135732064499;8.657944328765344;0.21428571428571427;0.8024618928984163;0.02992097389504204;6.6899959872359815;0.47645177594664034;0.014987584249733949
LongTrans;133.30551901111752;35.680476311949775;6.694158999148613;0.26785714285714285;0.8290334706265335;0.016137247627216307;6.07182155977704;0.21560992740815854;0.016094665550566926
LongTrans;133.90290505755;35.43212617185164;9.98845487396478;0.95;0.7176767676094516;0.022943090638477253;8.696593369172511;0.33988277114414145;0.020404264261969354
LongTrans;117.93904475342016;33.97981893144903;8.961455925668123;0.7916666666666666;0.7176767676094516;0.02895042336296826;11.962816919627777;0.4904699314049871;0.019119218439932834
LongTrans;105.97987427712098;32.16991817705795;8.837855639672574;0.7916666666666666;0.6792297979160882;0.037897805789875914;10.943959330665944;0.715331824213775;0.016610410374844554
LongTrans;134.64003328046905;36.471532196094316;13.471538625605334;4.4905128752017776;0.7176767676094516;0.019204292522070118;13.103636294760202;0.379508761099217;0.017049205301376123
LongTrans;138.0773588183231;31.91345870095078;9.936722877209645;3.312240959069882;0.6920454544805427;0.021107690306102714;8.58248357813918;0.34371351653540766;0.01655881233346022
LongTrans;130.35228515625;44.940777242809034;4.637845985434983;0.9970865968819768;0.4588640174048467;0.017270793020766752;4.2450898680319264;0.19280452167554057;0.04888180731804473
LongTrans;126.53764594184028;47.554750665571376;4.16948622549774;0.6880664565125091;0.7695947206322672;0.028649181912541732;4.033175886860307;0.21746821614697204;0.055518969219756624
LongTrans;117.17882269965278;41.25961532350343;5.060483234438954;1.6868277448129847;0.22153571153243376;0.010771806068511273;4.222862578371819;0.21768725919752063;0.041179461108286734
LongTrans;107.69575276692709;44.18658794383347;4.105949771905614;1.116265699808921;0.23971788205439276;0.008608504830309173;2.924522657887873;0.12963631308769544;0.04009254295629602
LongTrans;132.28671088324654;44.82928435921985;4.637845985434983;0.9970865968819768;0.4626872955927441;0.01764730288887952;4.2450898680319264;0.19655155800209664;0.04912061016563265
LongTrans;128.9219810655382;42.2011590929707;5.161355820773205;2.5806779103866027;0.839285086331105;0.028407997057748602;4.889081997727763;0.19329672644818957;0.028829784265021908
LongTrans;139.19851806640625;45.22041763206298;5.014771080925114;0.5;0.8061450714805752;0.05181788576082164;4.287520598351006;0.25633242111701193;0.03408230244887655
LongTrans;122.40756429036459;38.59497626562649;5.772680782476206;0.6712954064856026;0.839285086331105;0.04710472805443469;4.294034660589504;0.26644256051134163;0.025766598029940455
LongTrans;121.145478515625;44.98170753012025;5.161355820773205;2.5806779103866027;0.8438786868476896;0.025501065302002048;5.136876223881047;0.17796758284732728;0.02980696706427913
LongTrans;140.3001833767361;43.57562726359801;5.014771080925114;2.507385540462557;0.8061450714805752;0.02583756350629343;4.590432595916284;0.1691897358157346;0.029663147310206132
LongTrans;119.33288635247679;23.423278834047338;9.604334607001322;4.552434751005462;0.14525018324482994;0.019451821367120207;8.14678252187167;1.228617024123263;0.015727259912603958
LongTrans;141.56365979874502;24.806421731186678;9.604334607001322;4.552434751005462;0.1498491336378061;0.018355652604788157;7.891181025198102;1.1347168324890746;0.0158499989930115
LongTrans;130.19560643524895;23.402590846581088;9.604334607001322;4.552434751005462;0.14448369151266727;0.019208967402610078;7.813827662763754;1.1956245141715036;0.015543206893774664
LongTrans;94.39881951618457;21.909767622544006;9.857142857142858;2.5714285714285716;0.24227391149606273;0.03660938159250097;8.416876657193818;1.314066733288411;0.009405643386031618
LongTrans;110.28368677303337;23.64112383578556;9.818350166906862;4.909175083453431;0.133552041716075;0.01818719661902615;9.07621180364433;1.433375019440713;0.015175300889586603
LongTrans;131.95423747777298;34.485068695568096;8.75590179973089;0.4166666666666667;0.8930954271748571;0.018950769119614037;7.82532338695692;0.15267616296155487;0.022396630934150077
LongTrans;140.0150344068387;34.28076357813942;8.806852771433443;1.8415392347529436;0.3697355611774211;0.012728381544498915;8.013610111542906;0.3432520744310392;0.01918404213365222
LongTrans;142.91367753187876;36.71062757469216;8.819687366675854;0.3125;0.8930954271748571;0.02923054359545721;8.267518887066226;0.31879664047906886;0.020534247098836986
LongTrans;134.39389710387832;37.34952569500226;7.906252179725344;1.8415392347529436;0.4037278813304917;0.00989406220475792;7.875917484142136;0.2446981825193608;0.02006646379505723
LongTrans;145.51318741089165;36.01324314722228;8.819687366675854;0.3125;0.8930954271748571;0.030358451059471502;8.158967072695615;0.3276799858583877;0.02036527586733914
LongTrans;123.52403510199653;45.660991536724474;9.924542897490943;4.962271448745471;0.2286190237548693;0.019208320307611205;10.316087653505221;1.064632146979787;0.02014611467788355
LongTrans;110.18055284288195;44.237708194974;7.669932780178652;2.5566442600595507;0.25159299006621066;0.038985467760882804;7.605444018229933;1.2661109996134874;0.019243530192435302
LongTrans;96.89364691840278;42.0565877689123;6.220375334891834;2.073458444963945;0.3261661342797466;0.07230447216907941;5.459058788638452;1.4733911877988262;0.013945044970707154
LongTrans;118.08493679470486;41.61771170433604;8.018361281899116;1.3950806428303706;0.224352824380141;0.06706411821671185;8.148015427306188;1.9301308845113367;0.01887731129598408
LongTrans;128.5951841905382;43.282186189687316;8.429674130154384;2.8098913767181277;0.24276126125235772;0.044856741464005194;7.747806853370538;1.4165657254173842;0.019469026548672566
LongTrans;135.6176498121716;51.30599915605394;7.854934754662193;0.140625;0.7458277123603125;0.06595031054469287;6.8805929472733105;0.9431414827381966;0.02467193615225232
LongTrans;110.83218406081795;47.35672544967906;5.471853111203575;0.621972117597319;0.4512768383002835;0.05399816184012157;6.067840679394135;0.6624594036882587;0.009348267042949113
LongTrans;112.17340148120114;47.49418550164175;5.735595768839486;0.8440487549031719;0.4512768383002835;0.03957074065587923;5.676399919086001;0.660402360201203;0.01145086354913645
LongTrans;136.50994609445084;51.12671978310413;8.552053243455578;0.39999999999999997;0.5238412382888947;0.04444395842074294;6.8805929472733105;0.8490626998271471;0.023219280432200468
LongTrans;130.7028379008875;46.60355575510822;8.514693182963201;0.5183100979977658;0.3813589477747347;0.046999540254890546;7.549566282490907;0.8806309997962153;0.017578844419606
LongTrans;138.59558673346788;51.17311746987758;21.70469902421003;7.234899674736677;0.8378658336315786;0.06405911432266205;17.721821605235267;1.3831265521383576;0.018963675213675212
LongTrans;128.00541320746026;47.44933492842822;21.70469902421003;10.852349512105015;0.40447409233507375;0.03176726178639195;17.850007082483867;1.59670744903756;0.01754007163360175
LongTrans;125.74137363534058;46.61472426772882;21.70469902421003;10.852349512105015;0.40447409233507375;0.031737143941654784;17.88669941404141;1.5993283298630987;0.017397930027303322
LongTrans;142.6455915393118;50.48290017027534;12.295303845139221;4.098434615046407;0.2797616974526061;0.03163473315816741;8.741123507196125;1.6497199923941974;0.01761762016055279
LongTrans;109.74694290757562;47.69780353637975;11.508525268085128;1.6440750382978755;0.5074681718590907;0.10177262678760989;12.926601707104112;1.897354347679177;0.014036908589221072
LongTrans;130.8485853407118;38.377769496073476;3.112821095471726;0.08333333333333333;0.4962606252804942;0.06147150132144948;3.713736518519619;0.4164239835559458;0.08762612851832183
LongTrans;143.8454310438368;39.12234257518546;2.936362072739365;0.07142857142857142;0.5975618697528801;0.0788113901516187;3.762269498918517;0.4786865338127803;0.0960337753463757
LongTrans;125.7055398220486;34.967632448140556;3.23443016025056;0.2916666666666667;0.5040736443912006;0.04608066185360046;9.772371270855356;0.4419532936801383;0.061139896373056994
LongTrans;132.54352430555556;36.67305305345551;3.1098605879865953;0.23392781412696997;0.5040736443912006;0.05472326601219588;4.031941954034359;0.40803294661106315;0.07246967096267419
LongTrans;120.84179551866319;39.981358609775775;2.8007935383466673;0.08241758241758242;0.5975618697528801;0.07128433233106833;3.713736518519619;0.4408310482258109;0.09671853152054265
LongTrans;128.37096788194444;44.108072436397904;7.526446627986585;2.077430662424518;0.14963851896591301;0.03640143663631029;5.915738412457119;1.6223032760864295;0.027883113986169977
LongTrans;140.8121248372396;42.92734998582602;7.601718698270153;2.077430662424518;0.15143723442485788;0.04006153428815477;5.914320650536663;1.8355847313727796;0.027625233462492682
LongTrans;144.0227210828993;46.10159934315457;7.601718698270153;2.1139618464737917;0.1497638389350467;0.03649495597963718;5.882436425169871;1.654559230005713;0.028686237303270454
LongTrans;120.21489122178819;40.43301578002706;7.526446627986585;2.077430662424518;0.1663009081317461;0.05724696736940017;5.728671044516199;2.2985992714768173;0.0242276061346966
LongTrans;132.7101584201389;47.30529371396671;7.601718698270153;2.077430662424518;0.15364299522567548;0.031024696915500163;5.874525184622946;1.3026845805644385;0.0287436512809064
LongTrans;132.71158203375305;32.32953748828719;7.8890502217986835;0.1317555934568072;0.5261615617100638;0.032489644873005506;7.286426401671164;0.2578405369164992;0.03887599362008377
LongTrans;121.74246058206779;32.33183086607495;2.8306777357876656;0.1482250426389081;0.5261615617100638;0.031150920653915417;2.7926195608867324;0.1809713717231626;0.038795171349662226
LongTrans;155.44387838111143;37.02498779817678;3.157585095800194;1.0525283652667314;0.7605864794429897;0.016144183991300305;2.162193714409071;0.06332903791184245;0.023977811577346336
LongTrans;139.35085539015444;32.82981223392721;7.8890502217986835;2.629683407266228;0.7301055157342823;0.014839681760411436;7.345051393175458;0.1740820021354146;0.02299716525780831
LongTrans;120.75098544830514;32.33334340338735;2.8306777357876656;0.1482250426389081;0.5261615617100638;0.03115151503160026;2.7926195608867324;0.18116161451032822;0.03882211070914537
LongTrans;127.62023763020834;45.1621452244206;4.843711228132666;1.2109278070331666;0.31891968829213124;0.13548300158902168;4.600034096840697;1.7223597997387452;0.025880781432626482
LongTrans;129.2234800889757;45.172115520210845;4.424581683834425;1.4191155304938665;0.3142976638241294;0.09584741078727586;4.740313145516589;1.424602254860918;0.020569751668004763
LongTrans;119.29630696614583;42.39771869567525;4.424581683834425;1.4395215254459455;0.3142976638241294;0.09410393403385435;4.740313145516589;1.349734832680331;0.020626263185580997
LongTrans;122.34167453342013;43.110547583270666;4.843711228132666;1.6145704093775555;0.3142976638241294;0.08533813919407823;4.777817561212433;1.3227370925895816;0.02045674740484429
LongTrans;144.92478542751735;47.3822717839793;4.843711228132666;1.6145704093775555;0.33104500311031376;0.11588356308106836;4.885908756353312;1.8316572515181229;0.01918717168924523
LongTrans;122.30456434461806;56.92755085581202;3.8;0.7589466384404111;0.6354347356382377;0.053845914387205186;3.7436149306017863;0.32405610982844446;0.041974052403968454
LongTrans;97.8953390842014;54.674720737827;3.3530945771396374;1.2777777777777777;0.3741176994519414;0.02490254878321724;3.632628022645155;0.2295162580896404;0.005619510066015604
LongTrans;123.06700927734374;51.93280895111674;3.946913350961736;0.986728337740434;0.6605260915188537;0.045901640451905854;3.9846272544958503;0.4175400709122295;0.0345756623259991
LongTrans;132.098095703125;55.2569252221124;4.578377273831687;0.7910508018624498;0.6678897249519482;0.058311390297287886;4.501933661722593;0.43692283418205624;0.038364035828967386
LongTrans;129.05549289279514;61.621432133083076;3.662716065547951;0.9156790163869878;0.6769152617756232;0.03418477420909607;2.733209167209538;0.16420628839301715;0.04480911487118442
LongTrans;130.2636480034722;42.43471088465133;2.5326198076554554;2.5326198076554554;0.05298391239591393;0.0016557472623723102;1.6481490317821075;0.05150465724319086;0.0405329118211584
LongTrans;146.46593478732638;44.436006181179856;2.5326198076554554;2.5326198076554554;0.05322398063034475;0.0015654111950101398;1.519418060130646;0.04468876647443076;0.04126768917888315
LongTrans;143.19552300347223;42.45265986955242;3.262023518739596;3.262023518739596;0.05829029443153911;0.0017663725585314882;1.060733559624536;0.032143441200743514;0.0385980729137319
LongTrans;121.60064236111111;45.92882005013428;3.262023518739596;1.631011759369798;0.5497923339366153;0.014755556235584293;3.317299529296154;0.11396285711032522;0.042239185750636135
LongTrans;104.30930284288195;40.66993861498562;4.796754064731912;1.608143651967053;0.2029416269255531;0.009982365043442699;4.175191774270425;0.23073538009297284;0.03675788171105549
LongTrans;126.65461995442708;52.49142719466403;4.170878374526683;0.5862068965517241;0.6104358583057203;0.14343462808238244;4.531165732016391;1.3912267282933521;0.04528312586837554
LongTrans;117.28963677300347;57.110897472898756;6.711929677819933;0.7715862526933366;0.6104358583057203;0.2099475773526592;6.75946819013632;2.6424376151936366;0.03950596396243972
LongTrans;136.3184174262153;51.64815251587178;4.170878374526683;0.5862068965517241;0.33352117407903975;0.08982727184586892;4.9715480668162;1.5146244734688505;0.04265188369725082
